Tract,Council,OwnDate,LnSalePrice,SalePrice,PropAddr,PropCity,PropZip,PropDate,Acres,LUDesc,FinishArea,NAME10,CoreBin,Quarter,TimeBin,BuildTimeCensus01,Year,PropYear,SaleYear,Age,QuarterByYear,MonthByYear,Quarter1,PopulationTract,PrcntWhite,%Black(onerace),Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,BAorHigher,BuildPreTrt
37013500,21,2021-02-25,13.547632419997361,765000,3300 FELICIA ST,NASHVILLE,37209,2015-09-23,0.0,RESIDENTIAL CONDO,3233,135.0,0,"2021,1",1,398.0,2021,2015,2021,6,1,2,85,1936.0,58.71511322,38.283307,0.11,0.17,0.34,0.38,0.4,16
37016200,17,2018-01-17,13.547632419997361,765000,923 SOUTH ST,NASHVILLE,37203,2016-11-14,0.0,RESIDENTIAL CONDO,2749,162.0,0,"2018,1",1,657.0,2018,2016,2018,2,1,1,73,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016300,19,2019-04-02,13.547632419997361,765000,908 15TH AVE S,NASHVILLE,37212,2016-10-17,0.0,RESIDENTIAL CONDO,3080,163.0,0,"2019,2",1,469.0,2019,2016,2019,3,2,4,78,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,17,2022-03-09,13.547632419997361,765000,1219 B 14TH AVE S,NASHVILLE,37212,2020-07-27,0.0,RESIDENTIAL CONDO,2900,163.0,0,"2022,1",1,469.0,2022,2020,2022,2,1,3,89,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,17,2022-03-09,13.547632419997361,765000,1219 B 14TH AVE S,NASHVILLE,37212,2020-07-27,0.0,RESIDENTIAL CONDO,2900,163.0,0,"2022,1",1,469.0,2022,2020,2022,2,1,3,89,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37019500,19,2020-10-30,13.548285800414751,765500,415 CHURCH ST 2914,NASHVILLE,37219,2007-07-11,0.0,RESIDENTIAL CONDO,1144,195.0,1,"2020,4",1,462.0,2020,2007,2020,13,4,10,84,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016300,19,2020-11-20,13.548808197550311,765900,134 MARSHALL CT,NASHVILLE,37212,2019-12-12,0.0,RESIDENTIAL CONDO,2792,163.0,0,"2020,4",1,469.0,2020,2019,2020,1,4,11,84,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016200,17,2017-09-08,13.548938754204904,766000,921 SOUTH ST,NASHVILLE,37203,2016-11-14,0.0,RESIDENTIAL CONDO,2749,162.0,0,"2017,3",1,657.0,2017,2016,2017,1,3,9,71,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2020-08-26,13.551546314212295,768000,1011 SOUTH ST,NASHVILLE,37203,2016-06-28,0.0,RESIDENTIAL CONDO,2360,162.0,0,"2020,3",1,657.0,2020,2016,2020,4,3,8,83,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016600,21,2022-04-06,13.552847548877052,769000,117 30TH AVE N 705,NASHVILLE,37203,2005-01-06,0.0,RESIDENTIAL CONDO,1912,166.0,0,"2022,2",1,175.0,2022,2005,2022,17,2,4,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2022-04-06,13.552847548877052,769000,117 30TH AVE N 705,NASHVILLE,37203,2005-01-06,0.0,RESIDENTIAL CONDO,1912,166.0,0,"2022,2",1,175.0,2022,2005,2022,17,2,4,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37017000,17,2018-02-01,13.552847548877052,769000,2220 B 11TH AVE S,NASHVILLE,37204,2017-04-13,0.0,RESIDENTIAL CONDO,2899,170.0,0,"2018,1",1,543.0,2018,2017,2018,1,1,2,73,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2018-06-29,13.552847548877052,769000,2220 A 11TH AVE S,NASHVILLE,37204,2017-04-13,0.0,RESIDENTIAL CONDO,2899,170.0,0,"2018,2",1,543.0,2018,2017,2018,1,2,6,74,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37012200,6,2020-08-12,13.552847548877052,769000,607 S 20TH ST,NASHVILLE,37206,2018-04-23,0.0,RESIDENTIAL CONDO,2971,122.0,0,"2020,3",1,526.0,2020,2018,2020,2,3,8,83,2056.0,80.75772682,17.09870389,0.12,0.33,0.37,0.18,0.43,29
37016000,17,2022-06-15,13.55401721413528,769900,1242 2ND AVE S #3,NASHVILLE,37210,2020-10-23,0.0,RESIDENTIAL CONDO,2037,160.0,0,"2022,2",1,291.0,2022,2020,2022,2,2,6,90,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016100,17,2022-04-07,13.55401721413528,769900,524 SOUTHGATE AVE,NASHVILLE,37203,2021-01-15,0.0,RESIDENTIAL CONDO,2207,161.0,0,"2022,2",1,606.0,2022,2021,2022,1,2,4,90,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37019400,19,2021-08-31,13.554147092530322,770000,700 1ST AVE N #404,NASHVILLE,37201,2020-09-24,0.0,RESIDENTIAL CONDO,1060,194.0,1,"2021,3",1,1045.0,2021,2020,2021,1,3,8,87,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-08-31,13.554147092530322,770000,700 1ST AVE N #404,NASHVILLE,37201,2020-09-24,0.0,RESIDENTIAL CONDO,1060,194.0,1,"2021,3",1,1045.0,2021,2020,2021,1,3,8,87,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2022-06-27,13.554147092530322,770000,1620 B 6TH AVE N,NASHVILLE,37208,2007-10-09,0.0,RESIDENTIAL CONDO,1994,194.0,0,"2022,2",1,1045.0,2022,2007,2022,15,2,6,90,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2022-06-27,13.554147092530322,770000,1620 B 6TH AVE N,NASHVILLE,37208,2007-10-09,0.0,RESIDENTIAL CONDO,1994,194.0,0,"2022,2",1,1045.0,2022,2007,2022,15,2,6,90,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37017000,17,2021-08-04,13.554147092530322,770000,931 GILMORE AVE,NASHVILLE,37204,2009-08-10,0.0,RESIDENTIAL CONDO,1962,170.0,0,"2021,3",1,543.0,2021,2009,2021,12,3,8,87,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2021-08-04,13.554147092530322,770000,931 GILMORE AVE,NASHVILLE,37204,2009-08-10,0.0,RESIDENTIAL CONDO,1962,170.0,0,"2021,3",1,543.0,2021,2009,2021,12,3,8,87,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37019400,19,2017-12-18,13.554147092530322,770000,1400 ROSA L PARKS BLVD 430,NASHVILLE,37208,2013-12-27,0.0,RESIDENTIAL CONDO,2030,194.0,0,"2017,4",1,1045.0,2017,2013,2017,4,4,12,72,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016100,17,2022-09-29,13.554147092530322,770000,1314 A PILLOW ST,NASHVILLE,37203,2014-01-23,0.0,RESIDENTIAL CONDO,1964,161.0,0,"2022,3",1,606.0,2022,2014,2022,8,3,9,91,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37017000,17,2018-05-04,13.554147092530322,770000,1003 B CARUTHERS AVE,NASHVILLE,37204,2015-06-08,0.0,RESIDENTIAL CONDO,2558,170.0,0,"2018,2",1,543.0,2018,2015,2018,3,2,5,74,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37019400,19,2020-11-23,13.554147092530322,770000,1313 5TH AVE N 1,NASHVILLE,37208,2015-11-20,0.0,RESIDENTIAL CONDO,1874,194.0,0,"2020,4",1,1045.0,2020,2015,2020,5,4,11,84,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016400,17,2021-11-10,13.554147092530322,770000,1813 CAPERS AVE,NASHVILLE,37212,2016-01-05,0.0,RESIDENTIAL CONDO,1904,164.0,0,"2021,4",1,109.0,2021,2016,2021,5,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,17,2021-11-10,13.554147092530322,770000,1813 CAPERS AVE,NASHVILLE,37212,2016-01-05,0.0,RESIDENTIAL CONDO,1904,164.0,0,"2021,4",1,109.0,2021,2016,2021,5,4,11,88,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016300,17,2020-09-01,13.554147092530322,770000,1418 A 15TH AVE S,NASHVILLE,37212,2017-05-22,0.0,RESIDENTIAL CONDO,2964,163.0,0,"2020,3",1,469.0,2020,2017,2020,3,3,9,83,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,2020-07-10,13.554147092530322,770000,1006 14TH AVE S,NASHVILLE,37212,2018-10-18,0.0,RESIDENTIAL CONDO,2798,163.0,0,"2020,3",1,469.0,2020,2018,2020,2,3,7,83,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016200,17,2020-12-04,13.554147092530322,770000,917 SOUTH ST,NASHVILLE,37203,2018-02-23,0.0,RESIDENTIAL CONDO,2620,162.0,0,"2020,4",1,657.0,2020,2018,2020,2,4,12,84,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2020-06-03,13.554147092530322,770000,1000 SOUTHSIDE AVE,NASHVILLE,37203,2019-08-20,0.0,RESIDENTIAL CONDO,2431,162.0,0,"2020,2",1,657.0,2020,2019,2020,1,2,6,82,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016000,17,2022-09-01,13.554147092530322,770000,1242 2ND AVE S #5,NASHVILLE,37210,2020-10-23,0.0,RESIDENTIAL CONDO,2140,160.0,0,"2022,3",1,291.0,2022,2020,2022,2,3,9,91,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019400,19,2021-12-15,13.559328444560693,774000,601 MADISON ST #205,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,1400,194.0,0,"2021,4",1,1045.0,2021,2022,2021,0,4,12,88,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-12-15,13.559328444560693,774000,601 MADISON ST #205,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,1400,194.0,0,"2021,4",1,1045.0,2021,2022,2021,0,4,12,88,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016600,21,2022-02-28,13.560490558240303,774900,110 31ST AVE N 303,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1845,166.0,0,"2022,1",1,175.0,2022,2008,2022,14,1,2,89,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2022-02-28,13.560490558240303,774900,110 31ST AVE N 303,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1845,166.0,0,"2022,1",1,175.0,2022,2008,2022,14,1,2,89,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37019500,19,2021-11-22,13.560619598657233,775000,301 DEMONBREUN ST 902,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,1180,195.0,1,"2021,4",1,462.0,2021,2008,2021,13,4,11,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-11-22,13.560619598657233,775000,301 DEMONBREUN ST 902,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,1180,195.0,1,"2021,4",1,462.0,2021,2008,2021,13,4,11,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-01-19,13.560619598657233,775000,301 DEMONBREUN ST 1705,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,1184,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,1,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2022-01-19,13.560619598657233,775000,301 DEMONBREUN ST 1705,NASHVILLE,37201,2008-02-25,0.0,RESIDENTIAL CONDO,1184,195.0,1,"2022,1",1,462.0,2022,2008,2022,14,1,1,89,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-27,13.560619598657233,775000,700 12TH AVE S 610,NASHVILLE,37203,2009-03-16,0.0,RESIDENTIAL CONDO,1421,195.0,1,"2021,2",1,462.0,2021,2009,2021,12,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-05-27,13.560619598657233,775000,700 12TH AVE S 610,NASHVILLE,37203,2009-03-16,0.0,RESIDENTIAL CONDO,1421,195.0,1,"2021,2",1,462.0,2021,2009,2021,12,2,5,86,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37017000,17,2019-07-12,13.560619598657233,775000,2201 11TH AVE S,NASHVILLE,37204,2014-11-19,0.0,RESIDENTIAL CONDO,2724,170.0,0,"2019,3",1,543.0,2019,2014,2019,5,3,7,79,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2021-04-23,13.560619598657233,775000,1011 A CALDWELL AVE,NASHVILLE,37204,2015-02-23,0.0,RESIDENTIAL CONDO,2686,170.0,0,"2021,2",1,543.0,2021,2015,2021,6,2,4,86,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37017000,17,2021-04-23,13.560619598657233,775000,1011 A CALDWELL AVE,NASHVILLE,37204,2015-02-23,0.0,RESIDENTIAL CONDO,2686,170.0,0,"2021,2",1,543.0,2021,2015,2021,6,2,4,86,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37019400,19,2021-05-07,13.560619598657233,775000,1725 A 7TH AVE N,NASHVILLE,37208,2015-11-30,0.0,RESIDENTIAL CONDO,2550,194.0,0,"2021,2",1,1045.0,2021,2015,2021,6,2,5,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-05-07,13.560619598657233,775000,1725 A 7TH AVE N,NASHVILLE,37208,2015-11-30,0.0,RESIDENTIAL CONDO,2550,194.0,0,"2021,2",1,1045.0,2021,2015,2021,6,2,5,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016300,19,2021-01-19,13.560619598657233,775000,1213 A TREMONT ST,NASHVILLE,37212,2016-01-21,0.0,RESIDENTIAL CONDO,2899,163.0,0,"2021,1",1,469.0,2021,2016,2021,5,1,1,85,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,2021-01-19,13.560619598657233,775000,1213 A TREMONT ST,NASHVILLE,37212,2016-01-21,0.0,RESIDENTIAL CONDO,2899,163.0,0,"2021,1",1,469.0,2021,2016,2021,5,1,1,85,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016200,17,2021-09-28,13.560619598657233,775000,1003 SOUTHSIDE AVE,NASHVILLE,37203,2016-05-20,0.0,RESIDENTIAL CONDO,2199,162.0,0,"2021,3",1,657.0,2021,2016,2021,5,3,9,87,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2021-09-28,13.560619598657233,775000,1003 SOUTHSIDE AVE,NASHVILLE,37203,2016-05-20,0.0,RESIDENTIAL CONDO,2199,162.0,0,"2021,3",1,657.0,2021,2016,2021,5,3,9,87,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016100,17,2022-09-30,13.560619598657233,775000,1708 B ALLISON PL,NASHVILLE,37203,2016-03-18,0.0,RESIDENTIAL CONDO,2306,161.0,0,"2022,3",1,606.0,2022,2016,2022,6,3,9,91,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37019400,19,2021-05-17,13.560619598657233,775000,1707 B 6TH AVE N,NASHVILLE,37208,2017-04-04,0.0,RESIDENTIAL CONDO,2546,194.0,0,"2021,2",1,1045.0,2021,2017,2021,4,2,5,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-05-17,13.560619598657233,775000,1707 B 6TH AVE N,NASHVILLE,37208,2017-04-04,0.0,RESIDENTIAL CONDO,2546,194.0,0,"2021,2",1,1045.0,2021,2017,2021,4,2,5,86,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016200,17,2019-07-05,13.560619598657233,775000,1006 ARGYLE AVE,NASHVILLE,37203,2018-04-04,0.0,RESIDENTIAL CONDO,3554,162.0,0,"2019,3",1,657.0,2019,2018,2019,1,3,7,79,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2019-08-30,13.560619598657233,775000,1004 ARGYLE AVE,NASHVILLE,37203,2018-04-04,0.0,RESIDENTIAL CONDO,3633,162.0,0,"2019,3",1,657.0,2019,2018,2019,1,3,8,79,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016300,19,2020-06-26,13.560619598657233,775000,1004 14TH AVE S,NASHVILLE,37212,2018-10-18,0.0,RESIDENTIAL CONDO,2798,163.0,0,"2020,2",1,469.0,2020,2018,2020,2,2,6,82,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,2020-08-13,13.560619598657233,775000,1506 A SOUTH ST,NASHVILLE,37212,2018-04-25,0.0,RESIDENTIAL CONDO,2927,163.0,0,"2020,3",1,469.0,2020,2018,2020,2,3,8,83,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,17,2022-03-31,13.560619598657233,775000,1219 A 14TH AVE S,NASHVILLE,37212,2020-07-27,0.0,RESIDENTIAL CONDO,2900,163.0,0,"2022,1",1,469.0,2022,2020,2022,2,1,3,89,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,17,2022-03-31,13.560619598657233,775000,1219 A 14TH AVE S,NASHVILLE,37212,2020-07-27,0.0,RESIDENTIAL CONDO,2900,163.0,0,"2022,1",1,469.0,2022,2020,2022,2,1,3,89,2189.0,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016000,17,2022-06-13,13.560619598657233,775000,27 N HILL ST,NASHVILLE,37210,2020-12-30,0.0,RESIDENTIAL CONDO,2697,160.0,0,"2022,2",1,291.0,2022,2020,2022,2,2,6,90,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37017100,17,2021-03-22,13.560619598657233,775000,2815 A VAULX LN,NASHVILLE,37204,2021-03-05,0.0,RESIDENTIAL CONDO,2866,171.0,0,"2021,1",1,568.0,2021,2021,2021,0,1,3,85,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37017100,17,2021-03-22,13.560619598657233,775000,2815 A VAULX LN,NASHVILLE,37204,2021-03-05,0.0,RESIDENTIAL CONDO,2866,171.0,0,"2021,1",1,568.0,2021,2021,2021,0,1,3,85,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
37019400,19,2022-04-29,13.561909087824318,776000,716 4TH AVE N,NASHVILLE,37219,2006-08-23,0.0,RESIDENTIAL CONDO,1711,194.0,1,"2022,2",1,1045.0,2022,2006,2022,16,2,4,90,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2022-04-29,13.561909087824318,776000,716 4TH AVE N,NASHVILLE,37219,2006-08-23,0.0,RESIDENTIAL CONDO,1711,194.0,1,"2022,2",1,1045.0,2022,2006,2022,16,2,4,90,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016000,17,2022-06-15,13.56306820810463,776900,1242 2ND AVE S #1,NASHVILLE,37210,2020-10-23,0.0,RESIDENTIAL CONDO,2021,160.0,0,"2022,2",1,291.0,2022,2020,2022,2,2,6,90,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,2022-10-06,13.563711583738511,777400,1242 2ND AVE S #6,NASHVILLE,37210,2020-10-23,0.0,RESIDENTIAL CONDO,2140,160.0,0,"2022,4",1,291.0,2022,2020,2022,2,4,10,92,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019500,19,2021-12-30,13.565767608549109,779000,305 CHURCH ST 102,NASHVILLE,37201,2018-03-15,0.0,RESIDENTIAL CONDO,1592,195.0,1,"2021,4",1,462.0,2021,2018,2021,3,4,12,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,2021-12-30,13.565767608549109,779000,305 CHURCH ST 102,NASHVILLE,37201,2018-03-15,0.0,RESIDENTIAL CONDO,1592,195.0,1,"2021,4",1,462.0,2021,2018,2021,3,4,12,88,5916.0,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016000,17,2022-07-07,13.566922267533435,779900,1242 2ND AVE S #7,NASHVILLE,37210,2020-10-23,0.0,RESIDENTIAL CONDO,2140,160.0,0,"2022,3",1,291.0,2022,2020,2022,2,3,7,91,874.0,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016600,21,2021-08-14,13.567050480716235,780000,110 31ST AVE N 607,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,2182,166.0,0,"2021,3",1,175.0,2021,2008,2021,13,3,8,87,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2021-08-14,13.567050480716235,780000,110 31ST AVE N 607,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,2182,166.0,0,"2021,3",1,175.0,2021,2008,2021,13,3,8,87,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2022-05-19,13.567050480716235,780000,110 31ST AVE N 404,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1889,166.0,0,"2022,2",1,175.0,2022,2008,2022,14,2,5,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37016600,21,2022-05-19,13.567050480716235,780000,110 31ST AVE N 404,NASHVILLE,37203,2008-04-08,0.0,RESIDENTIAL CONDO,1889,166.0,0,"2022,2",1,175.0,2022,2008,2022,14,2,5,90,2436.0,74.06630298,10.49097776,0.03,0.24,0,0.74,0.67,13
37017000,17,2018-04-18,13.567050480716235,780000,2103 11TH AVE S,NASHVILLE,37204,2014-03-05,0.0,RESIDENTIAL CONDO,2803,170.0,0,"2018,2",1,543.0,2018,2014,2018,4,2,4,74,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37016100,17,2022-07-01,13.567050480716235,780000,1313 A LITTLE HAMILTON AVE,NASHVILLE,37203,2014-10-23,0.0,RESIDENTIAL CONDO,2218,161.0,0,"2022,3",1,606.0,2022,2014,2022,8,3,7,91,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37016200,17,2021-08-12,13.567050480716235,780000,1432 12TH AVE S,NASHVILLE,37203,2015-12-18,0.0,RESIDENTIAL CONDO,1699,162.0,0,"2021,3",1,657.0,2021,2015,2021,6,3,8,87,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2021-08-12,13.567050480716235,780000,1432 12TH AVE S,NASHVILLE,37203,2015-12-18,0.0,RESIDENTIAL CONDO,1699,162.0,0,"2021,3",1,657.0,2021,2015,2021,6,3,8,87,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016100,17,2022-10-12,13.567050480716235,780000,538 A MOORE AVE,NASHVILLE,37203,2015-06-19,0.0,RESIDENTIAL CONDO,2151,161.0,0,"2022,4",1,606.0,2022,2015,2022,7,4,10,92,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37016200,17,2019-11-15,13.567050480716235,780000,900 SOUTHSIDE PL,NASHVILLE,37203,2016-06-16,0.0,RESIDENTIAL CONDO,2570,162.0,0,"2019,4",1,657.0,2019,2016,2019,3,4,11,80,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,2020-05-15,13.567050480716235,780000,1001 9TH AVE S,NASHVILLE,37203,2017-09-28,0.0,RESIDENTIAL CONDO,2558,162.0,0,"2020,2",1,657.0,2020,2017,2020,3,2,5,82,3299.0,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016400,17,2021-04-26,13.567050480716235,780000,1654 19TH AVE S,NASHVILLE,37212,2019-09-12,0.0,RESIDENTIAL CONDO,2053,164.0,0,"2021,2",1,109.0,2021,2019,2021,2,2,4,86,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,17,2021-04-26,13.567050480716235,780000,1654 19TH AVE S,NASHVILLE,37212,2019-09-12,0.0,RESIDENTIAL CONDO,2053,164.0,0,"2021,2",1,109.0,2021,2019,2021,2,2,4,86,4402.0,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37019400,19,2021-09-21,13.567242769673287,780150,601 MADISON ST #203,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,1400,194.0,0,"2021,3",1,1045.0,2021,2022,2021,0,3,9,87,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,2021-09-21,13.567242769673287,780150,601 MADISON ST #203,NASHVILLE,37208,2022-01-26,0.0,RESIDENTIAL CONDO,1400,194.0,0,"2021,3",1,1045.0,2021,2022,2021,0,3,9,87,3639.0,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016100,17,2022-09-20,13.5702504793509,782500,610 A MOORE AVE,NASHVILLE,37203,2017-05-22,0.0,RESIDENTIAL CONDO,2060,161.0,0,"2022,3",1,606.0,2022,2017,2022,5,3,9,91,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37016100,17,2022-08-09,13.573440270649085,785000,1312 B PILLOW ST,NASHVILLE,37203,2013-09-17,0.0,RESIDENTIAL CONDO,1782,161.0,0,"2022,3",1,606.0,2022,2013,2022,9,3,8,91,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37017000,17,2018-09-14,13.573440270649085,785000,928 A WALDKIRCH AVE,NASHVILLE,37204,2015-03-13,0.0,RESIDENTIAL CONDO,2977,170.0,0,"2018,3",1,543.0,2018,2015,2018,3,3,9,75,3865.0,74.61942257,22.4671916,0,0.04,0.92,0.04,0.52,23
37016100,17,2022-03-03,13.573440270649085,785000,1407 PILLOW ST,NASHVILLE,37203,2015-05-01,0.0,RESIDENTIAL CONDO,2249,161.0,0,"2022,1",1,606.0,2022,2015,2022,7,1,3,89,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37016100,17,2021-07-15,13.573440270649085,785000,608 B HAMILTON AVE,NASHVILLE,37203,2017-02-09,0.0,RESIDENTIAL CONDO,3408,161.0,0,"2021,3",1,606.0,2021,2017,2021,4,3,7,87,2047.0,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37017100,17,2020-04-10,13.573440270649085,785000,2723 D WESTWOOD DR,NASHVILLE,37204,2018-03-21,0.0,RESIDENTIAL CONDO,2925,171.0,0,"2020,2",1,568.0,2020,2018,2020,2,2,4,82,1749.0,66.9005848,30.29239766,0.06,0,0.4,0.55,0.53,84
